»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.15.2
»»»  Vision Version:	5.15.9 (R)
»»»  Vision Compiled:	11/30/17
»»»  Driver Version:	5.15.8
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 4 Processors
»»»  Tester Name:	
»»»  Tester S/N:	PMF21217-360
»»»  Internal Amp Type:	200V RevH 100K 
»»»  Internal Amp S/N:	iAB2-391/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/22/2022 - 16:58:50
Configured:	04/22/22 02:27:44 PM
Executed:	04/22/22 04:58:20 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	2.80e-004
Sample Thickness (µm):	2.60e-001

Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	
Tester Serial Number:	PMF21217-360
Return Signal Amp. Level:	0.2 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-1
Volts:	40.00
Field:	1538.46 (kV/cm)
Hysteresis Period (ms):	1.00e-001
Preset:	Enabled
Preset Delay (ms):	1.00e+003
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	201

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization
  45	2.2500e-002	10.0761	12.716292
  46	2.3000e-002	8.5027	11.107760
  47	2.3500e-002	6.8685	9.600968
  48	2.4000e-002	5.3064	8.198493
  49	2.4500e-002	3.6882	6.783139
  50	2.5000e-002	2.0812	5.394830
  51	2.5500e-002	0.4903	3.985915
  52	2.6000e-002	-1.0831	2.652984
  53	2.6500e-002	-2.7029	1.240206
  54	2.7000e-002	-4.2746	-0.068256
  55	2.7500e-002	-5.8575	-1.408915
  56	2.8000e-002	-7.4453	-2.722528
  57	2.8500e-002	-9.0395	-4.096671
  58	2.9000e-002	-10.6320	-5.500434
  59	2.9500e-002	-12.2342	-6.909349
  60	3.0000e-002	-13.8059	-8.305385
  61	3.0500e-002	-15.4193	-9.706572
  62	3.1000e-002	-16.9958	-11.160562
  63	3.1500e-002	-18.5852	-12.578492
  64	3.2000e-002	-20.1233	-14.064678
  65	3.2500e-002	-21.7543	-15.539273
  66	3.3000e-002	-23.3437	-17.093716
  67	3.3500e-002	-24.9378	-18.555433
  68	3.4000e-002	-26.5063	-20.037755
  69	3.4500e-002	-28.0765	-21.529093
  70	3.5000e-002	-29.6883	-23.035885
  71	3.5500e-002	-31.2632	-24.547828
  72	3.6000e-002	-32.8526	-26.026287
  73	3.6500e-002	-34.4563	-27.562699
  74	3.7000e-002	-36.0537	-29.016689
  75	3.7500e-002	-37.6607	-30.541511
  76	3.8000e-002	-39.2420	-31.960728
  77	3.8500e-002	-38.9472	-32.269814
  78	3.9000e-002	-37.5213	-31.528009
  79	3.9500e-002	-36.0265	-30.804233
  80	4.0000e-002	-34.4788	-29.932355
  81	4.0500e-002	-32.9198	-29.117142
  82	4.1000e-002	-31.3577	-28.117765
  83	4.1500e-002	-29.7155	-26.985740
  84	4.2000e-002	-28.1710	-25.972197
  85	4.2500e-002	-26.5512	-24.936760
  86	4.3000e-002	-24.9891	-23.776402
  87	4.3500e-002	-23.3629	-22.558090
  88	4.4000e-002	-21.7671	-21.302430
  89	4.4500e-002	-20.1473	-20.053209
  90	4.5000e-002	-18.5435	-18.722854
  91	4.5500e-002	-16.9286	-17.422119
  92	4.6000e-002	-15.3568	-16.117521
  93	4.6500e-002	-13.7274	-14.792317
  94	4.7000e-002	-12.1156	-13.366660
  95	4.7500e-002	-10.5439	-12.005396
  96	4.8000e-002	-8.9129	-10.578451
  97	4.8500e-002	-7.3476	-9.259686
  98	4.9000e-002	-5.7502	-7.812136
  99	4.9500e-002	-4.1256	-6.431554
 100	5.0000e-002	-2.5747	-5.196500
 101	5.0500e-002	-0.9261	-3.750237
 102	5.1000e-002	0.6152	-2.461093
 103	5.1500e-002	2.2639	-1.050891
 104	5.2000e-002	3.8773	0.291056
 105	5.2500e-002	5.4458	1.529973
 106	5.3000e-002	7.0592	3.011008
 107	5.3500e-002	8.6726	4.405756
 108	5.4000e-002	10.2715	5.800504
 109	5.4500e-002	11.8737	7.226161
 110	5.5000e-002	13.4454	8.591289
 111	5.5500e-002	15.0652	10.042703
 112	5.6000e-002	16.6418	11.469648
 113	5.6500e-002	18.2552	12.977727
 114	5.7000e-002	19.7948	14.443308
 115	5.7500e-002	21.4531	15.979720
 116	5.8000e-002	23.0376	17.437573
 117	5.8500e-002	24.5837	18.918608
 118	5.9000e-002	26.2212	20.496232
 119	5.9500e-002	27.7689	21.955373
 120	6.0000e-002	29.4271	23.532997
 121	6.0500e-002	30.9956	25.002441
 122	6.1000e-002	32.6042	26.486051
 123	6.1500e-002	34.2144	27.960647
 124	6.2000e-002	35.8102	29.436530
 125	6.2500e-002	37.4139	30.916277
 126	6.3000e-002	38.9953	32.347085
 127	6.3500e-002	38.4794	32.495189
 128	6.4000e-002	36.9974	31.695430
 129	6.4500e-002	35.5058	30.917565
 130	6.5000e-002	33.9565	30.077882
 131	6.5500e-002	32.4248	29.208579
 132	6.6000e-002	30.8034	28.182158
 133	6.6500e-002	29.2236	27.095207
 134	6.7000e-002	27.6743	26.126740
 135	6.7500e-002	26.0674	24.994714
 136	6.8000e-002	24.4684	23.849810
 137	6.8500e-002	22.8726	22.681724
 138	6.9000e-002	21.2656	21.456973
 139	6.9500e-002	19.6779	20.260554
 140	7.0000e-002	18.0757	18.855503
 141	7.0500e-002	16.4816	17.589541
 142	7.1000e-002	14.8618	16.281079
 143	7.1500e-002	13.2868	14.932693
 144	7.2000e-002	11.6670	13.321585
 145	7.2500e-002	10.0889	12.096834
 146	7.3000e-002	8.4899	10.738145
 147	7.3500e-002	6.8685	9.240369
 148	7.4000e-002	5.2824	7.871377
 149	7.4500e-002	3.6802	6.391631
 150	7.5000e-002	2.0812	5.021351
 151	7.5500e-002	0.5335	3.721905
 152	7.6000e-002	-1.0815	2.255036
 153	7.6500e-002	-2.6900	0.931120
 154	7.7000e-002	-4.2666	-0.458477
 155	7.7500e-002	-5.8848	-1.841634
 156	7.8000e-002	-7.4357	-3.077976
 157	7.8500e-002	-9.0971	-4.587344
 158	7.9000e-002	-10.6240	-5.885503
 159	7.9500e-002	-12.2326	-7.299569
 160	8.0000e-002	-13.8075	-8.615758
 161	8.0500e-002	-15.4161	-10.183079
 162	8.1000e-002	-16.9670	-11.510859
 163	8.1500e-002	-18.6060	-13.054999
 164	8.2000e-002	-20.1345	-14.371188
 165	8.2500e-002	-21.7543	-15.993887
 166	8.3000e-002	-23.3276	-17.406665
 167	8.3500e-002	-24.9186	-18.867094
 168	8.4000e-002	-26.4887	-20.299190
 169	8.4500e-002	-28.0733	-21.804694
 170	8.5000e-002	-29.6610	-23.302471
 171	8.5500e-002	-31.2728	-24.824717
 172	8.6000e-002	-32.8590	-26.291585
 173	8.6500e-002	-34.4419	-27.772620
 174	8.7000e-002	-36.0473	-29.275548
 175	8.7500e-002	-37.6174	-30.744992
 176	8.8000e-002	-39.2100	-32.170649
 177	8.8500e-002	-38.9552	-32.495189
 178	8.9000e-002	-37.5758	-31.811337
 179	8.9500e-002	-36.0233	-31.050214
 180	9.0000e-002	-34.4788	-30.160305
 181	9.0500e-002	-32.9551	-29.310320
 182	9.1000e-002	-31.3417	-28.304504
 183	9.1500e-002	-29.7299	-27.189221
 184	9.2000e-002	-28.1774	-26.237495
 185	9.2500e-002	-26.5913	-25.169862
 186	9.3000e-002	-25.0003	-24.008216
 187	9.3500e-002	-23.3741	-22.780889
 188	9.4000e-002	-21.7831	-21.624394
 189	9.4500e-002	-20.1986	-20.375174
 190	9.5000e-002	-18.5724	-19.049969
 191	9.5500e-002	-16.9606	-17.720902
 192	9.6000e-002	-15.3584	-16.400849
 193	9.6500e-002	-13.7579	-15.051176
 194	9.7000e-002	-12.1573	-13.646125
 195	9.7500e-002	-10.5135	-12.177969
 196	9.8000e-002	-8.9513	-10.886249
 197	9.8500e-002	-7.3444	-9.504379
 198	9.9000e-002	-5.7502	-8.085161
 199	9.9500e-002	-4.1384	-6.650490
 200	1.0000e-001	-2.5378	-5.268620
 201	1.0050e-001	-0.9309	-3.889326

Center data before PMax,±Pr and ±Vc Calc.

PMax (µC/cm2):	3.23e+001
Pr (µC/cm2):	3.24e+000
-Pr (µC/cm2):	-3.89e+000
-Vc:	-3.75e+000
C (Max-Eff) (nF):	2.26e-001
Vert. (±Pr) Shift (µC/cm2):	-3.26e-001
Offset (µC/cm2):	1.06e+000

A (Loop Area - µC/cm2·Volts):	4.13e+002



Hysteresis Version: 5.15.2 - Radiant Technologies, Inc., 1999 - 11/06/17

